"DATA AS OF","DEVELOPMENT","HUD AMP#","TDS#","CONSOLIDATED TDS#","DEVELOPMENT EDP#","OPERATING EDP#","HUD #","PROGRAM","METHOD","TYPE","NUMBER OF SECTION 8 TRANSITION APARTMENTS","NUMBER OF CURRENT APARTMENTS","TOTAL NUMBER OF APARTMENTS","NUMBER OF RENTAL ROOMS","AVG NO R/R PER APARTMENT","POPULATION SECTION 8 TRANSITION","POPULATION PUBLIC HOUSING","TOTAL POPULATION","TOTAL # OF FIXED INCOME HOUSEHOLD","PERCENT FIXED INCOME HOUSEHOLDS","NUMBER OF RESIDENTIAL BLDGS","NUMBER OF NON-RESIDENTIAL BLDGS","NUMBER OF STAIRHALLS","NUMBER OF STORIES","TOTAL AREA SQ FT","ACRES","NET DEV AREA SQ FT","EXCLUDING PARK ACRES","BLDG COVERAGE SQ FT","CUBAGE CU FT","BLDG COVERAGE %","DENSITY","DEVELOPMENT COST","PER RENTAL ROOM","AVG MONTHLY GROSS RENT","LOCATION STREET A","LOCATION STREET B","LOCATION STREET C","LOCATION STREET D","BOROUGH","COMMUNITY DISTIRCT","US CONGRESSIONAL DISTRICT","NY STATE SENATE DISTRICT","NY STATE ASSEMBLY DISTRICT","NY CITY COUNCIL DISTRICT","COMPLETION DATE","FEDERALIZED DEVELOPMENT","SENIOR DEVELOPMENT","ELECTRICITY PAID BY RESIDENTS","PRIVATE MANAGEMENT","RAD TRANSFERRED DATE"
"1/1/2025","PARKSIDE","NY005010470","047","047","580","580","NY005267B","FEDERAL","CONVENTIONAL","NEW CONST","0","879","879","3,712.5","4.22","0","1,601","1,601","393","0.4618","14","0","20","6–7–14–15","458,093.8","10.52","453,178","10.40","96,415","7,454,500","19.86%","152","$9,676,316","$2,606","$584","ADEE AVE","WHITE PLAINS RD","ARNOW AVE","BRONX PARK EAST","BRONX","11","15","36","80","12","1951-06-12T00:00:00.000","1980/07/01-ATP 5",,,,
"1/1/2025","PATTERSON","NY005000240","024","024","522","522","NY005216A","FEDERAL","CONVENTIONAL","NEW CONST","0","1,788","1,791","8,505.0","4.76","0","3,684","3,684","674","0.3986","15","0","25","6–13","695,536.4","15.97","702,358","16.12","167,841","14,503,544","22.42%","231","$20,731,000","$2,433","$606","MORRIS AVE","THIRD AVE","E 145TH ST","E 139TH ST","BRONX","1","15","29","84","08","1950-12-31T00:00:00.000","1978/02/01-ATP 2",,,,
"1/1/2025","PELHAM PARKWAY","NY005010390","039","039","586","586","NY005271A","FEDERAL","CONVENTIONAL","NEW CONST","0","1,263","1,266","5,438.5","4.31","0","2,297","2,297","556","0.4565","23","0","38","6","971,382.7","22.30","967,252","22.21","184,875","10,665,277","17.88%","103","$15,295,753","$2,806","$643","PELHAM PKWY","WALLACE AVE","WILLIAMSBRIDGE RD","MACE AVE","BRONX","11","15","33, 36","80","13","1950-06-30T00:00:00.000","1980/10/01-ATP 7",,,,
"1/1/2025","PENNSYLVANIA AVENUE-WORTMAN AVENUE","NY005011940","194","194","305","305","NY005091","FEDERAL","CONVENTIONAL","NEW CONST",,"336","336","1,339.5","4.00","0","627","627","145","0.0043","3","1","3","8-16","235,329.0","5.40","236,930","5.44","40,998","2,712,190","17.30%","116","$11,936,021","$8,606","$463","PENNSYLVANIA AVE","WORTMAN AVE","STANLEY AVE","VERMONT ST","BROOKLYN","5","08","19","60","42","1972-09-30T00:00:00.000",,,,,"12/28/2021"
"1/1/2025","PINK","NY005000890","089","089","235","235","NY005035","FEDERAL","CONVENTIONAL","NEW CONST","0","1,495","1,500","7,074.5","4.73","0","3,168","3,168","577","0.4116","22","2","22","8","1,363,766.8","31.31","1,311,306","30.10","193,511","13,316,063","14.28%","101","$20,134,047","$2,835","$604","CRESCENT ST","LINDEN BLVD","ELDERTS LA","STANLEY AVE","BROOKLYN","5","08","19","60","42","1959-09-30T00:00:00.000",,,,,
"1/1/2025","POLO GROUNDS TOWERS","NY005001490","149","149","260","260","NY005062","FEDERAL","CONVENTIONAL","NEW CONST","0","1,613","1,614","7,678.5","4.76","0","3,467","3,467","621","0.4224","4","4","8","30","657,336.7","15.09","659,780","15.15","83,689","14,904,498","12.68%","230","$32,292,784","$4,190","$613","DOUGLASS BLVD","W 155TH ST","HARLEM RIVER DR",,"MANHATTAN","10","13","30","71","09","1968-06-30T00:00:00.000",,,,,
"1/1/2025","POMONOK","NY005000530","053","053","588","588","NY005271C","FEDERAL","CONVENTIONAL","NEW CONST","0","2,068","2,071","8,835.0","4.27","0","3,887","3,887","932","0.4693","35","0","121","3–7–8","2,084,612.3","47.86","2,083,475","47.83","369,627","19,315,843","16.51%","81","$21,645,342","$2,446","$652","71ST AVE","PARSONS BLVD","KISSENA BLVD","65TH AVE","QUEENS","8","06","16","27","24","1952-06-30T00:00:00.000","1980/10/01-ATP 7",,,,
"1/1/2025","PROSPECT PLAZA I","NY005025000","591",,,,,"MIXED FINANCE/NON-NYCHA DEVELOPMENT",,"NEW CONST",,"38","110",,,,,,,,"2",,,"4—6",,,"60,548","1.39",,,,,,,,"SARATOGA AVE","HOWARD AVE",,,"BROOKLYN","16","09","25","55","41",,,,,"YES",
"1/1/2025","PROSPECT PLAZA II","NY005025001","592",,,,,"MIXED FINANCE/NON-NYCHA DEVELOPMENT",,"NEW CONST",,"42","149",,,,,,,,"2",,,"4—6",,,"79,715","1.83",,,,,,,,"SARATOGA AVE","HOWARD AVE",,,"BROOKLYN","16","09","25","55","41",,,,,"YES",
"1/1/2025","PROSPECT PLAZA PHASE III",,,,,,,"MIXED FINANCE/NON-NYCHA DEVELOPMENT",,"NEW CONST",,,,,,,,,,,,,,,,,,,,,,,,,,"SARATOGA AVE","HOWARD AVE",,,"BROOKLYN","16","09","25","55","41",,,,,"YES",
"1/1/2025","PSS GRANDPARENT FAMILY APARTMENTS","NY005005600","560","560",,,"NY005387","MIXED FINANCE","TURNKEY","NEW CONST",,"50","51","235.0","4.70",,,,,,"1","0","1","6",,,"25,595","0.59",,,,,"$12,020,098","$51,149",,"PROSPECT AVENUE","UNION AVENUE","EAST 163RD STREET",,"BRONX","3","15","32","79","17","2005-05-24T00:00:00.000",,,,"YES",
"1/1/2025","PUBLIC SCHOOL 139 (CONVERSION)","NY005011110","340","111","774","774","NY005260","FEDERAL","TURNKEY","REHAB (ELD)",,"125","125","423.5","3.39","0","137","137","108","0.0089","1","0","2","5","66,452.0","1.53","64,945","1.49","26,325","2,943,660","40.53%","90","$7,898,759","$18,348","$359","W 139,140TH STS","POWELL BLVD","LENOX AVE",,"MANHATTAN","10","13","30","70","09","1986-10-08T00:00:00.000",,"EXCLUSIVELY","YES",,"11/30/2020"
"1/1/2025","QUEENSBRIDGE NORTH","NY005005050","505","505","398","398","NY005002B","FEDERAL","CONVENTIONAL","NEW CONST","0","1,536","1,543","6,314.0","4.11","0","2,797","2,797","673","0.4632","13","1","47","6","699,004.0","16.05","689,843","15.84","191,356","11,314,111","21.58%","174","$6,466,805","$1,010","$621","41ST AVE","VERNON BLVD","40TH AVE","21ST ST","QUEENS","1","07","59","36","26","1940-03-15T00:00:00.000",,,,,
"1/1/2025","QUEENSBRIDGE SOUTH","NY005000050","005","005","843","843","NY005002A","FEDERAL","CONVENTIONAL","NEW CONST","0","1,600","1,604","6,615.0","4.13","0","2,937","2,937","670","0.4515","13","2","49","6","1,489,277.3","34.19","820,525","18.84","198,609","11,742,973","15.66%","86","$7,054,601","$1,057","$611","41ST AVE","VERNON BLVD","41ST RD","21ST ST","QUEENS","1","07","59","36","26","1940-03-15T00:00:00.000",,,,,
"1/1/2025","RALPH AVENUE REHAB","NY005011670","352","167","771","763","NY005290","FEDERAL","TURNKEY","REHAB",,"111","118","501.5","4.52","0","249","249","27","0.0025","5","0","5","4","71,910.9","1.65","70,486","1.62","27,982","3,052,668","39.70%","151","$6,714,551","$12,693","$675","EAST NEW YORK AVE","RALPH AVE","SUTTER AVE","E 98TH ST","BROOKLYN","16","09","25","55","41","1986-12-23T00:00:00.000",,,"YES",,"11/28/2023"
"1/1/2025","RANDALL AVENUE-BALCOM AVENUE","NY005010630","245","063","364","218","NY005179","FEDERAL","TURNKEY","NEW CONST (ELD)","0","251","252","823.5","3.28","0","248","248","203","0.9144","3","0","3","6","236,737.5","5.43","230,000","5.28","48,175","1,582,410","20.95%","46","$9,186,414","$10,757","$387","RANDALL AVE","BALCOM AVE","SCHLEY AVE","BUTTRICK AVE","BRONX","10","14","34","82","13","1978-10-31T00:00:00.000",,"EXCLUSIVELY",,,
"1/1/2025","RANDOLPH NORTH",,,,,,,"MIXED FINANCE/NON-NYCHA DEVELOPMENT","CONVENTIONAL","GUT REHAB",,,,,,,,,,,,,"0",,,,,,,,,,,,,"W 114TH ST","FREDERICK DOUGLASS BLVD",,,"MANHATTAN","10","13","30","70","09",,,,,"YES",
"1/1/2025","RANDOLPH SOUTH","NY005026001","561",,,,,"MIXED FINANCE/NON-NYCHA DEVELOPMENT","CONVENTIONAL","GUT REHAB",,"147","168",,,,,,,,"2","0","0","5",,,"57,935","1.33",,,,,,,,"W 114TH ST","FREDERICK DOUGLASS BLVD",,,"MANHATTAN","10","13","30","70","09",,,,,"YES",
"1/1/2025","RANGEL","NY005000370","037","037","317","317","NY005114E","FEDERAL","CONVENTIONAL","NEW CONST","0","983","984","4,519.5","4.60","0","1,920","1,920","388","0.4231","8","0","9","14","471,966.9","10.83","475,672","10.92","71,671","7,911,809","15.07%","177","$10,613,000","$2,373","$631","HARLEM RIVER DR","POLO GROUNDS TOWERS","HARLEM RIVER DRIVEWAY",,"MANHATTAN","10","13","30","71","09","1951-10-08T00:00:00.000","1968/08/29-FED TRAN",,,,
"1/1/2025","RAVENSWOOD","NY005000480","048","048","369","369","NY005184","FEDERAL","CONVENTIONAL","NEW CONST","0","2,160","2,166","9,116.0","4.22","0","3,926","3,926","922","0.4428","31","0","45","6–7","1,520,494.6","34.91","1,537,135","35.29","346,053","18,107,100","20.75%","112","$21,403,996","$2,342","$704","12TH ST","34TH AVE","24TH ST","36TH AVE","QUEENS","1","07","59","36","26","1951-07-19T00:00:00.000","1971/06/29-FED TRAN",,,,
"1/1/2025","RED HOOK EAST","NY005000040","004","004","202","202","NY005001","FEDERAL","CONVENTIONAL","NEW CONST","0","1,401","1,407","5,876.5","4.19","0","2,377","2,377","549","0.4442","15","2","48","2–6","870,219.9","19.98","856,003","19.65","192,198","10,734,477","22.45%","119",,,"$590","CLINTON ST","LORRAINE ST","COLUMBIA ST","WEST 9TH ST","BROOKLYN","6","10","26","51","38","1939-11-20T00:00:00.000",,,,,
"1/1/2025","RED HOOK I","***","004, 079","004, 079","202","202, 230","NY005001","FEDERAL","CONVENTIONAL","NEW CONST",,"2,421","2,541","10,579.0","4.37","0","4,343","4,343","987","0.0044","26","2","86","2–6","1,452,438.0","33.34","1,452,438","33.34","326,157","19,292,734","22.46%","130","$12,102,930","$1,137","$586","DWIGHT ST","CLINTON ST","W 9TH ST","LORRAINE ST","BROOKLYN","6","10","26","51","38","1939-11-20T00:00:00.000",,,,,
"1/1/2025","RED HOOK II","NY005000790","079*","079","230","230","NY005029","FEDERAL","CONVENTIONAL","NEW CONST",,"343","346","1,618.0","4.72","0","732","732","120","0.0037","3","1","11","3–14","245,292.0","5.63","245,292","5.63","35,301","2,896,000","14.39%","131","$4,517,169","$2,776","$676","RICHARDS ST","DWIGHT ST","WOLCOTT ST","RED HOOK PARK","BROOKLYN","6","10","26","51","38","1955-05-27T00:00:00.000",,,,,
"1/1/2025","RED HOOK WEST","NY005000790","079","079","202 - BLDGS 15-25, 230 - BLDGS 1-4","230","NY005001 - BLDGS 15-25, NY005029 - BLDGS 1-4","FEDERAL","CONVENTIONAL","NEW CONST","0","1,471","1,480","6,320.5","4.30","0","2,698","2,698","558","0.423","14","1","49","3–6–14","819,204.0","18.81","841,727","19.32","169,260","11,454,257","20.11%","143",,,"$604","RICHARDS ST","LORRAINE ST","HICKS ST","WEST 9TH ST","BROOKLYN","6","10","26","51","38","1955-05-31T00:00:00.000",,,,,
"1/1/2025","REDFERN","NY005000550","055","055","525","525","NY005216D","FEDERAL","CONVENTIONAL","NEW CONST","0","599","604","2,909.5","4.86","0","1,426","1,426","215","0.3765","9","6","16","6–7","730,279.4","16.76","726,038","16.67","95,461","5,602,438","11.67%","85","$9,334,000","$3,186","$681","REDFERN AVE","HASSOCK ST","BEACH CHANNEL DR","B 12TH ST","QUEENS","14","05","10","31","31","1959-08-28T00:00:00.000","1978/02/01-ATP 2",,,,
"1/1/2025","REHAB PROGRAM (COLLEGE POINT)","NY005011860","143","186","297","290","NY005076E","FEDERAL","CONVENTIONAL","REHAB (ELD)","0","13","13","32.5","2.50","0","12","12","11","0.9167","1","0","1","1","15,478.9","0.36","15,000","0.34","9,320","115,995","62.13%","34","$5,909,934","$4,821","$276","125TH ST","22ND AVE","126TH ST",,"QUEENS","7","14","11","27","19","1964-01-31T00:00:00.000",,"EXCLUSIVELY",,,
"1/1/2025","REHAB PROGRAM (DOUGLASS REHABS)","NY005013170","515","359","255 - BLDGS 2-4, 299 - BLDG 1","255","NY005076A - BLDG 3-4, NY005076B - BLDGS 2, NY005076C - BLDG 1","FEDERAL","CONVENTIONAL","REHAB","0","112","112","413.0","3.69","0","154","154","49","0.49","4","0","9","3–6–7","26,188.8","0.60","24,462","0.56","16,326","1,247,684","66.74%","256",,,"$653","W 104TH ST","BROADWAY","W 101ST ST","WEST END AVE","MANHATTAN","7","12","30","69","07","1964-01-31T00:00:00.000",,,,"YES",
"1/1/2025","REHAB PROGRAM (TAFT REHABS)","NY005013170","516","359","295 - BLDG 1, 293 - BLDGS 2,3 292 - BLDG 4","295","NY005076G - BLDG 1, NY005076I - BLDG 2, 3,  NY005076J - BLDG 4","FEDERAL","CONVENTIONAL","REHAB","0","154","156","595.0","3.86","0","253","253","54","0.3857","4","0","4","7","27,394.4","0.63","27,171","0.62","22,914","1,809,773","84.33%","402",,,"$572","SAINT NICHOLAS AVE","W 119TH ST","LENOX AVE","W 112TH ST","MANHATTAN","10","13","30","70","09","1964-01-31T00:00:00.000",,,,"YES",
"1/1/2025","REHAB PROGRAM (WISE REHAB)","NY005011270","517","155","298","259","NY005076D","FEDERAL","CONVENTIONAL","REHAB","0","40","40","159.0","3.98","0","63","63","17","0.4474","1","0","1","5","10,196.6","0.23","10,071","0.23","7,367","472,901","73.15%","269",,,"$776","COLUMBUS AVE","W 94TH ST","CENTRAL PARK WEST","W 93RD ST","MANHATTAN","7","12","47","69","06","1964-01-31T00:00:00.000",,,,,
"1/1/2025","REID APARTMENTS","NY005011670","167","167","283","283","NY005089","FEDERAL","CONVENTIONAL","NEW CONST (ELD)",,"199","230","602.5","3.03","0","207","207","174","0.0091","1","0","1","20","68,329.6","1.57","68,762","1.58","13,285","1,397,832","19.32%","132","$3,910,160","$5,227","$349","TROY AVE","ALBANY AVE","EAST NEW YORK AVE","MAPLE ST","BROOKLYN","9","09","20","43","40","1969-11-30T00:00:00.000",,"EXCLUSIVELY",,,"11/28/2023"
"1/1/2025","RICHMOND TERRACE","NY005011170","117","117","241","241","NY005039","FEDERAL","CONVENTIONAL","NEW CONST","0","488","489","2,308.0","4.73","0","990","990","156","0.3786","6","1","6","8","444,970.0","10.22","440,715","10.12","57,285","4,498,022","12.34%","97","$9,551,430","$4,129","$608","JERSEY ST","RICHMOND TERR","CRESCENT AVE",,"STATEN ISLAND","1","11","23","61","49","1964-04-30T00:00:00.000",,,,,
"1/1/2025","RIIS","NY005010180","018","018","210","210","NY005008","FEDERAL","CONVENTIONAL","NEW CONST","0","1,191","1,191","5,666.5","4.76","0","2,408","2,408","530","0.4645","13","0","18","6–13–14","520,294.5","11.94","510,926","11.73","103,446","9,657,260","20.25%","202","$13,510,289","$2,411","$666","FDR DR","AVENUE D","E 8TH ST","E 13TH ST","MANHATTAN","3","10","27","74","02","1949-01-17T00:00:00.000",,,,,
"1/1/2025","RIIS II","NY005010180","019","018","372","210","NY005181D","FEDERAL","CONVENTIONAL","NEW CONST","0","575","578","2,710.5","4.71","0","1,143","1,143","249","0.4577","6","0","8","6–13–14","258,372.5","5.93","258,562","5.94","43,916","4,497,120","16.98%","193","$6,339,520","$2,344","$667","FDR DR","AVENUE D","EAST 6TH ST","EAST 8TH ST","MANHATTAN","3","10","27","74","02","1949-01-31T00:00:00.000","1972/06/29-FED TRAN",,,,
"1/1/2025","ROBBINS PLAZA","NY005011390","218","139","329","253","NY005151","FEDERAL","CONVENTIONAL","NEW CONST (ELD)","0","150","150","470.0","3.13","0","164","164","131","0.9161","1","0","1","20","13,536.8","0.31","12,553","0.29","6,773","974,866","53.96%","528","$4,855,905","$9,568","$409","E 70TH ST","FIRST AVE","E 71ST ST","SECOND AVE","MANHATTAN","8","12","28","76","05","1975-02-28T00:00:00.000",,"EXCLUSIVELY",,,
"1/1/2025","ROBINSON","NY005012410","241","241","346","346","NY005173","FEDERAL","TURNKEY","NEW CONST","0","188","189","834.0","4.44","0","355","355","66","0.4","1","0","2","8","65,196.7","1.50","64,945","1.49","22,776","1,802,766","35.07%","237","$5,990,000","$7,068","$673","E 128TH ST","E 129TH ST","LEXINGTON AVE","PARK AVE","MANHATTAN","11","13","30","68","09","1973-05-31T00:00:00.000",,,,,
"1/1/2025","ROOSEVELT I","NY005011350","135","135","227","227","NY005054","FEDERAL","CONVENTIONAL","NEW CONST","0","761","763","3,576.5","4.70","0","1,632","1,632","352","0.4822","6","0","6","14–15–18","345,698.5","7.94","340,000","7.81","52,168","6,754,320","15.34%","206","$14,017,427","$3,914","$598","KOSCIUSKO ST","PULASKI ST","MARCUS GARVEY BLVD","STUYVESANT AVE","BROOKLYN","3","08","25","56","36","1964-09-30T00:00:00.000",,"PARTIALLY (1 BUILDING)",,,
"1/1/2025","ROOSEVELT II","NY005011350","177","135","281","227","NY005083","FEDERAL","CONVENTIONAL","NEW CONST","0","339","342","1,484.5","4.38","0","646","646","148","0.4611","3","0","3","14–15","148,881.1","3.42","146,506","3.36","24,067","2,801,874","16.43%","189","$6,450,218","$4,312","$613","LEWIS AVE","STUYVESANT AVE","HART ST","PULASKI ST","BROOKLYN","3","08","25","56","36","1966-12-31T00:00:00.000",,,,,
"1/1/2025","RUTGERS","NY005020990","099","099","439","439","NY005382","MIXED FINANCE/LLC1","CONVENTIONAL","NEW CONST","102","721","721","3,357.5","4.66","200","1,271","1,471","362","0.5285","5","0","5","20","226,932.5","5.21","227,341","5.22","39,355","5,936,573","17.31%","282","$14,090,000","$4,277","$626","CHERRY ST","PIKE ST","MADISON ST","RUTGERS ST","MANHATTAN","3","10","27","65","01","1965-03-31T00:00:00.000",,,,,
"1/1/2025","RUTLAND TOWERS","NY005011670","282","167","508","283","NY005211","FEDERAL","CONVENTIONAL","REHAB",,"60","61","218.0","3.63","0","98","98","34","0.0057","1","0","1","6","22,643.9","0.52","19,400","0.45","13,470","642,963","69.43%","189","$1,594,181","$6,727","$604","EAST NEW YORK AVE","E 91ST ST","E 92ND ST","RUTLAND RD","BROOKLYN","17","09","19","58","41","1977-05-17T00:00:00.000",,,,,"11/28/2023"
"1/1/2025","SACK WERN","NY005012800","280","280","506","506","NY005205","FEDERAL","CONVENTIONAL","REHAB","0","379","413","1,755.5","4.63","0","783","783","148","0.3905","7","1","7","6","216,987.0","4.98","226,969","5.21","63,056","3,782,352","27.78%","157","$8,699,894","$4,528","$688","BEACH AVE","TAYLOR AVE","NOBLE AVE","ROSEDALE AVE","BRONX","9","14","34","85","18","1977-05-12T00:00:00.000",,,,,"06/26/2024"
"1/1/2025","SAINT MARY'S PARK","NY005020930","093","093","673","673","NY005384","MIXED FINANCE/LLC1","CONVENTIONAL","NEW CONST","209","997","1,007","4,488.5","4.50","403","1,478","1,881","364","0.3957","6","0","6","21","552,064.7","12.67","545,801","12.53","57,006","8,922,933","9.68%","148","$16,351,823","$3,607","$615","CAULDWELL AVE","E 156TH ST","WESTCHESTER AVE","TRINITY AVE","BRONX","1","15","29","84","08","1959-04-30T00:00:00.000",,,,,
"1/1/2025","SAINT NICHOLAS","NY005000380","038","038","211","211","NY005010","FEDERAL","CONVENTIONAL","NEW CONST","0","1,524","1,526","7,106.0","4.66","0","2,965","2,965","617","0.4395","13","0","14","14","629,649.6","14.45","625,559","14.36","105,458","13,112,212","15.49%","205","$20,560,063","$2,891","$645","W 127TH ST","DOUGLASS BLVD","POWELL BLVD","W 131ST ST","MANHATTAN","10","13","30","70","09","1954-09-30T00:00:00.000",,,,,
"1/1/2025","SAMUEL (CITY)","NY005023770","377","377","650","650","NY005375","MIXED FINANCE/LLC1","CONVENTIONAL","REHAB","105","598","664","2,552.0","4.27","190","1,044","1,234","194","0.3255","40","2","40","5–6–7","210,386.9","4.83","201,872","4.63","116,528","7,142,241","57.72%","255","$0",,"$743","LENOX AVE","W 139TH ST","W 147TH ST","AC POWELL BLVD","MANHATTAN","10","13","30","70, 71","09","1994-08-31T00:00:00.000",,,"YES",,"09/26/2024"
"1/1/2025","SAMUEL (MHOP) I","NY005013170","389","359","847","847","NY005335","MHOP","CONVENTIONAL","REHAB",,"31","53","138.5","4.47","0","49","49","10","0.0036","5","0","5","5","14,126.6","0.32","13,819","0.32","11,274","607,774","81.58%","151","$4,630,200","$19,661","$795","W 139TH ST","AC POWELL BLVD","W 141ST ST","LENOX AVE","MANHATTAN","10","13","30","70","09","1994-01-31T00:00:00.000",,,"YES","YES","11/30/2020"
"1/1/2025","SAMUEL (MHOP) II","NY005013170","398","359","871","871","NY005345","MHOP","CONVENTIONAL","REHAB",,"4","10","20.0","5.00","0","12","12","1","0.0025","1","0","1","5","3,188.6","0.07","3,098","0.07","2,326","114,675","75.08%","164","$967,700","$20,160","$1,061","AC POWELL BLVD","W 139TH ST","LENOX AVE",,"MANHATTAN","10","13","30","70","09","1993-07-31T00:00:00.000",,,"YES","YES","11/30/2020"
"1/1/2025","SAMUEL (MHOP) III","NY005013170","399","359","483","483","NY005359","MHOP","CONVENTIONAL","REHAB",,"2","10","9.0","4.50","0","3","3","0","0","1","0","1","5","5,437.2","0.12","5,396","0.12","1,599","114,675","29.63%","24","$887,005","$20,159","$823","AC POWELL BLVD","W 142ND ST","LENOX AVE",,"MANHATTAN","10","13","30","71","09","1995-06-30T00:00:00.000",,,"YES","YES","11/30/2020"
"1/1/2025","SARATOGA VILLAGE","NY005011620","158","162","274","269","NY005067","FEDERAL","CONVENTIONAL","NEW CONST","0","125","125","562.5","4.50","0","240","240","43","0.3772","1","0","1","16","57,070.0","1.31","54,935","1.26","6,911","1,037,975","12.58%","183","$2,334,676","$4,147","$753","SARATOGA AVE","HANCOCK ST","HALSEY ST",,"BROOKLYN","16","08","25","55","41","1966-12-31T00:00:00.000",,,,,
"1/1/2025","SEDGWICK","NY005010450","045","045","368","368","NY005183B","FEDERAL","CONVENTIONAL","NEW CONST","0","783","786","3,316.5","4.24","0","1,445","1,445","355","0.461","7","0","7","14–15","316,648.1","7.27","319,008","7.32","59,598","6,642,484","18.68%","199","$8,397,841","$2,529","$585","UNDERCLIFF AVE","W 174TH ST","UNIVERSITY AVE",,"BRONX","5","15","31","77","14","1951-03-23T00:00:00.000","1972/06/29-FED TRAN",,,,
"1/1/2025","SEWARD PARK EXTENSION","NY005011000","192","100","312","312","NY005100","FEDERAL","CONVENTIONAL","NEW CONST","0","360","360","1,591.0","4.42","0","686","686","178","0.5235","2","2","2","23","96,046.4","2.20","90,637","2.08","23,922","3,370,430","26.39%","311","$11,871,465","$7,394","$645","BROOME ST","NORFOLK ST","GRAND ST","ESSEX ST","MANHATTAN","3","10","27","65","01","1973-10-31T00:00:00.000",,,,,
"1/1/2025","SHEEPSHEAD BAY","NY005010360","036","036","314","314","NY005114B","FEDERAL","CONVENTIONAL","NEW CONST","0","1,052","1,056","4,903.0","4.66","0","2,083","2,083","424","0.4287","18","0","36","6","1,091,713.4","25.06","953,637","21.89","159,727","10,080,777","15.41%","83","$12,596,000","$2,573","$653","AVENUE X","BATCHELDER ST","AVENUE V","NOSTRAND AVE","BROOKLYN","15","08","23","41","46","1950-08-08T00:00:00.000","1968/08/29-FED TRAN",,,,
"1/1/2025","SHELTON HOUSE","NY005010910","279","091","505","240","NY005203","FEDERAL","CONVENTIONAL","REHAB (ELD)","0","152","155","472.0","3.11","0","156","156","133","0.9433","1","0","1","12","22,357.3","0.51","21,844","0.50","14,991","1,287,831","68.63%","304","$3,615,000","$7,061","$374","162ND ST","89TH AVE","163RD ST","JAMAICA AVE","QUEENS","12","05","14","32","27","1978-10-31T00:00:00.000",,"EXCLUSIVELY","YES",,
"1/1/2025","SMITH","NY005000270","027","027","531","531","NY005220B","FEDERAL","CONVENTIONAL","NEW CONST","0","1,930","1,935","8,970.0","4.65","0","3,708","3,708","1,018","0.5533","12","0","12","17","804,198.1","18.46","806,175","18.51","126,462","15,937,490","13.35%","201","$29,083,000","$3,270","$631","MADISON ST","CATHERINE ST","SOUTH ST","SAINT JAMES PL","MANHATTAN","3","10","27","65","01","1953-04-27T00:00:00.000","1978/07/01-ATP 3",,,,
"1/1/2025","SOTOMAYOR HOUSES","NY005010670","067","067","222","222","NY005022","FEDERAL","CONVENTIONAL","NEW CONST","0","1,492","1,497","6,951.0","4.66","0","2,913","2,913","610","0.4342","28","3","28","7","1,339,503.7","30.75","1,340,519","30.77","190,435","12,238,008","14.21%","95","$17,963,549","$2,564","$601","WATSON AVE","BRUCKNER BLVD","SOUNDVIEW AVE","LELAND AVE","BRONX","9","14","34","85","18","1955-02-28T00:00:00.000",,,,,
"1/1/2025","SOUNDVIEW","NY005000710","071","071","537","537","NY005220H","FEDERAL","CONVENTIONAL","NEW CONST","0","1,254","1,259","5,847.0","4.66","0","2,642","2,642","526","0.4304","13","2","26","7","972,689.5","22.33","1,076,761","24.72","164,048","10,481,330","14.32%","118","$13,445,000","$2,308","$559","ROSEDALE AVE","LACOMBE AVE","BRONX RIVER AVE","SOUNDVIEW PK","BRONX","9","14","29, 34","85","18","1954-10-29T00:00:00.000","1978/07/01-ATP 3",,,,
"1/1/2025","SOUTH BEACH","NY005010350","035","035","315","315","NY005114C","FEDERAL","CONVENTIONAL","NEW CONST","0","421","422","1,938.5","4.60","0","755","755","154","0.4118","8","0","15","6","639,135.3","14.67","638,737","14.66","68,084","3,921,651","9.61%","51","$5,377,000","$2,795","$635","KRAMER ST","LAMPORT BLVD","REID AVE","PARKINSON AVE","STATEN ISLAND","2","11","23","64","50","1950-03-20T00:00:00.000","1968/08/29-FED TRAN",,,,
"1/1/2025","SOUTH BRONX AREA (SITE 402)","NY005013420","305","342","550","753","NY005224","FEDERAL","TURNKEY","NEW CONST",,"111","114","586.5","5.28","0","357","357","20","0.0018","4","0","19","3","150,897.6","3.46","149,500","3.43","41,764","1,301,202","27.94%","103","$8,902,455","$14,764","$688","E 158TH ST","E 161ST ST","CAULDWELL AVE","EAGLE AVE","BRONX","1","15","32","79","17","1988-05-01T00:00:00.000",,,"YES",,"09/28/2023"
"1/1/2025","SOUTH JAMAICA I","NY005010080","008","008","206","206","NY005004","FEDERAL","CONVENTIONAL","NEW CONST","0","448","448","1,797.0","4.01","0","798","798","144","0.3564","11","1","33","3–4","397,830.6","9.13","392,989","9.02","82,310","2,940,659","20.94%","87","$2,117,392","$1,182","$609","158TH ST","SOUTH RD","160TH ST","109TH AVE","QUEENS","12","05","14, 15","24, 32","28","1940-08-01T00:00:00.000",,,,,
