year,nycha_development,borough_x,total_number_of_resident_job_placements,average_wage_of_such_residents,total_number_of_resident_connections_to_services,total_number_of_residents_that_applied_for_the_nycha_resident_training_academy,total_number_of_residents_that_were_accepted_and_enrolled,total_number_residents_placed_into_full-time_or_part-time_jobs,number_of_residents_that_enrolled_in_financial_counseling_services/workshops_through_the_rees_zone_partner_program,total_number_of_residents_enrolled_in_vocational_training_programs_through_the_program,total_number_of_residents_enrolled_in_prep_courses_for_english_as_a_second_language_(esol)_or_the_test_assessing_secondary_completion_(tasc)_through_the_program,service_connections,data_as_of,hud_amp#,tds#,consolidated_tds#,development_edp#,operating_edp#,hud_#,program,method,type,number_of_section_8_transition_apartments,number_of_current_apartments,total_number_of_apartments,number_of_rental_rooms,avg_no_r/r_per_apartment,population_section_8_transition,population_public_housing,total_population,total_#_of_fixed_income_household,percent_fixed_income_households,number_of_residential_bldgs,number_of_non-residential_bldgs,number_of_stairhalls,number_of_stories,total_area_sq_ft,acres,net_dev_area_sq_ft,excluding_park_acres,bldg_coverage_sq_ft,cubage_cu_ft,bldg_coverage_%,density,development_cost,per_rental_room,avg_monthly_gross_rent,location_street_a,location_street_b,location_street_c,location_street_d,borough_y,community_distirct,us_congressional_district,ny_state_senate_district,ny_state_assembly_district,ny_city_council_district,completion_date,federalized_development,senior_development,electricity_paid_by_residents,private_management,rad_transferred_date,borough,services_per_capita
2024.0,UNION AVENUE-EAST 163RD STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013420,342,342,753,753,NY005214,FEDERAL,TURNKEY,NEW CONST (ELD),,191,200.0,668.5,3.5,0,216,216.0,154,0.0082,1.0,0.0,1.0,9,"86,335.4",1.98,"115,299",2.65,"18,632","1,502,857",16.16%,109.0,"$12,675,000","$18,107",$326,E 165TH ST,PROSPECT AVE,E 163RD ST,UNION AVE,BRONX,3,15,32,79,17,1985-03-11T00:00:00.000,,EXCLUSIVELY,YES,,09/28/2023,,0.0
2024.0,TWO BRIDGES URA (SITE 7),Unknown,0.0,44.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1/1/2025,NY005010760,266,076,389,221,NY005194,FEDERAL,TURNKEY,NEW CONST,0.0,250,250.0,"1,249.0",5.0,0,535,535.0,116,0.4833,1.0,0.0,1.0,26,"33,793.0",0.78,"31,735",0.73,"13,314","2,613,000",41.95%,690.0,"$10,508,730","$8,414",$769,CLINTON ST,SOUTH ST,CHERRY ST,MONTGOMERY ST,MANHATTAN,3,10,27,65,01,1975-04-30T00:00:00.000,,,,,,MANHATTAN,0.013084112149532711
2024.0,TWIN PARKS WEST (SITES 1 & 2),Unknown,0.0,17.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012270,227,227,363,363,NY005178,FEDERAL,CONVENTIONAL,NEW CONST,,311,312.0,"1,504.5",4.84,,,876.0,,,1.0,0.0,7.0,16,"187,170.4",4.3,"189,384",4.35,"33,186","3,411,979",17.52%,204.0,"$14,286,716","$9,424",$521,WEBSTER AVE,E 182ND ST,TIEBOUT AVE,E 184TH ST,BRONX,5,15,33,86,15,1974-09-30T00:00:00.000,,,,,10/31/2018,,0.0
2024.0,TWIN PARKS EAST (SITE 9),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012270,287,180,577,577,NY005227,FEDERAL,CONVENTIONAL,NEW CONST (ELD),0.0,219,219.0,689.5,3.15,0,204,204.0,167,0.8836,1.0,0.0,1.0,14,"74,074.7",1.7,"71,490",1.64,"11,388","1,505,284",15.93%,120.0,"$11,406,932","$16,520",$323,CLINTON AVE,E 180TH ST,PROSPECT AVE,OAKLAND PL,BRONX,6,15,32,79,15,1982-04-30T00:00:00.000,,EXCLUSIVELY,YES,,06/24/2025,,0.0
2024.0,TOMPKINS,Unknown,14.0,17.31,31.0,16.0,7.0,9.0,0.0,0.0,0.0,31.0,1/1/2025,NY005011310,131,131,246,246,NY005046,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,043",1046.0,"5,211.5",5.0,0,"2,486",2486.0,445,0.4446,8.0,1.0,12.0,8–16,"514,243.2",11.81,"521,950",11.98,"94,386","9,894,217",18.08%,211.0,"$18,445,969","$3,532",$651,PARK AVE,THROOP AVE,MYRTLE AVE,TOMPKINS AVE,BROOKLYN,3,07,25,56,36,1964-07-31T00:00:00.000,,,,,,BROOKLYN,0.01246983105390185
2024.0,TODT HILL,Unknown,0.0,26.52,47.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1/1/2025,NY005000520,042,042,583,583,NY005268A,FEDERAL,CONVENTIONAL,NEW CONST,0.0,502,502.0,"2,174.0",4.33,0,873,873.0,200,0.4587,7.0,0.0,14.0,6,"537,843.2",12.35,"532,084",12.21,"79,116","4,454,900",13.62%,71.0,"$6,509,155","$2,994",$689,MANOR RD,SCHMIDTS LA,LAGUARDIA AVE,WESTWOOD AVE,STATEN ISLAND,2,11,24,63,49,1950-06-01T00:00:00.000,1980/07/01-ATP 6,,,,,STATEN ISLAND,0.053837342497136315
2024.0,TILDEN,Unknown,12.0,21.12,43.0,11.0,5.0,6.0,6.0,6.0,0.0,43.0,1/1/2025,NY005000720,096,096,233,233,NY005034,FEDERAL,CONVENTIONAL,NEW CONST,0.0,997,998.0,"4,745.5",4.76,0,"2,263",2263.0,387,0.4082,8.0,1.0,8.0,16,"466,445.9",10.71,"465,764",10.69,"66,416","8,888,637",14.26%,211.0,"$14,827,430","$3,122",$600,DUMONT AVE,MOTHER GASTON BLVD,LIVONIA AVE,ROCKAWAY AVE,BROOKLYN,16,08,25,55,41,1961-06-30T00:00:00.000,,,,,,BROOKLYN,0.019001325673884226
2024.0,THROGGS NECK ADDITION,Unknown,0.0,41.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010630,193,063,303,218,NY005098,FEDERAL,CONVENTIONAL,NEW CONST,0.0,287,287.0,"1,330.5",4.64,0,635,635.0,121,0.4416,4.0,0.0,4.0,8–11,"354,058.4",8.13,"384,899",8.84,"39,315","2,755,918",10.21%,78.0,"$7,405,898","$5,523",$613,DEWEY AVE,BALCOLM AVE,RANDALL AVE,THROGGS NECK HOUSES,BRONX,10,14,34,82,13,1971-09-30T00:00:00.000,,,,,,BRONX,0.0
2024.0,THROGGS NECK,Unknown,10.0,24.4,17.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,1/1/2025,NY005010630,063,063,218,218,NY005015,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,178",1185.0,"5,404.0",4.59,0,"2,396",2396.0,465,0.4155,29.0,2.0,64.0,3–7,"1,438,598.9",33.03,"1,430,081",32.83,"228,989","11,440,850",16.01%,73.0,"$15,541,569","$2,859",$592,RANDALL AVE,CALHOUN AVE,SAMPSON AVE,BALCOM AVE,BRONX,10,14,34,82,13,1953-11-27T00:00:00.000,,,,,,BRONX,0.0070951585976627716
2024.0,THOMAS APARTMENTS,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005011270,268,155,387,259,NY005192,FEDERAL,TURNKEY,NEW CONST (ELD),0.0,87,87.0,304.5,3.5,0,94,94.0,82,0.9762,1.0,0.0,1.0,11,"10,327.1",0.24,"9,410",0.22,"6,641","652,000",70.57%,396.0,"$11,188,636","$36,744",$466,W 90TH ST,AMSTERDAM AVE,W 91ST ST,COLUMBUS AVE,MANHATTAN,7,12,47,69,06,1994-08-31T00:00:00.000,,EXCLUSIVELY,YES,,,MANHATTAN,0.0
2024.0,TELLER AVENUE-EAST 166TH STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013080,223,308,344,344,NY005163,FEDERAL,TURNKEY,NEW CONST,0.0,89,90.0,348.5,3.92,0,159,159.0,40,0.4938,1.0,0.0,1.0,6,"27,912.0",0.64,"27,481",0.63,"12,354","816,812",44.95%,248.0,"$2,296,895","$6,363",$514,TELLER AVE,E 167TH ST,CLAY AVE,E 166TH ST,BRONX,4,15,32,77,16,1971-09-30T00:00:00.000,,,,,,BRONX,0.0
2024.0,TAYLOR STREET-WYTHE AVENUE,Unknown,0.0,17.11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1/1/2025,NY005012340,234,234,358,358,NY005141,FEDERAL,TURNKEY,NEW CONST,0.0,525,525.0,"2,464.5",4.69,0,"1,186",1186.0,253,0.4847,5.0,1.0,5.0,8–11–12–13,"185,921.0",4.27,"183,100",4.2,"57,205","5,051,383",31.24%,278.0,"$20,178,024","$8,118",$587,WYTHE AVE,CLYMER ST,ROSS ST,,BROOKLYN,1,07,18,50,34,1974-06-30T00:00:00.000,,,,,,BROOKLYN,0.00505902192242833
2024.0,TAPSCOTT STREET REHAB,Unknown,0.0,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005011670,354,167,775,763,NY005278,FEDERAL,TURNKEY,REHAB,,150,155.0,667.0,4.45,0,320,320.0,35,0.0023,8.0,0.0,8.0,4,"66,584.8",1.53,"64,755",1.49,"37,312","1,679,040",57.62%,209.0,"$10,106,270","$14,721",$641,SUTTER AVE,GRAFTON ST,DUMONT AVE,UNION ST,BROOKLYN,16,"08, 09","19, 25",55,41,1986-01-24T00:00:00.000,,,YES,,11/28/2023,,0.0
2024.0,TAFT,Unknown,0.0,17.52,30.0,9.0,0.0,0.0,0.0,0.0,0.0,30.0,1/1/2025,NY005010970,097,097,261,261,NY005064,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,464",1470.0,"6,602.0",4.51,0,"2,609",2609.0,585,0.4422,9.0,1.0,9.0,19,"538,203.9",12.36,"537,645",12.34,"105,527","13,161,342",19.63%,211.0,"$28,867,029","$4,367",$660,E 112TH ST,E 115TH ST,PARK AVE,FIFTH AVE,MANHATTAN,11,13,30,68,08,1962-12-31T00:00:00.000,,,,,,MANHATTAN,0.011498658489842852
2024.0,SUTTER AVENUE-UNION STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005011670,369,167,807,203,NY005311,FEDERAL,TURNKEY,REHAB,,99,100.0,461.5,4.66,0,234,234.0,27,0.0027,3.0,0.0,3.0,4-6,"38,536.4",0.88,"37,500",0.86,"21,424","1,011,839",57.13%,265.0,"$9,370,007","$20,064",$728,SUTTER AVE,UNION STREET,EAST NEW YORK AVE,,BROOKLYN,16,09,25,55,41,1995-08-31T00:00:00.000,,,YES,,11/28/2023,,0.0
2024.0,SURFSIDE GARDENS,Unknown,0.0,41.45,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1/1/2025,NY005011700,170,170,278,278,NY005087,FEDERAL,CONVENTIONAL,NEW CONST,0.0,590,600.0,"2,533.0",4.29,0,"1,031",1031.0,358,0.6393,5.0,2.0,5.0,14–15,"330,691.2",7.59,"323,050",7.42,"36,810","5,005,316",11.39%,136.0,"$13,577,964","$5,261",$514,W 31ST ST,NEPTUNE AVE,W 33RD ST,SURF AVE,BROOKLYN,13,08,23,46,47,1969-06-30T00:00:00.000,,PARTIALLY (2 BUILDINGS),,,,BROOKLYN,0.007759456838021339
2024.0,SUMNER,Unknown,0.0,31.5,18.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,1/1/2025,NY005010730,073,073,538,538,NY005220I,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,094",1099.0,"4,989.0",4.56,0,"2,013",2013.0,508,0.4894,13.0,0.0,24.0,7–12,"890,633.1",20.45,"905,577",20.79,"131,812","8,881,677",13.68%,98.0,"$18,007,000","$3,608",$608,PARK AVE,LEWIS AVE,MYRTLE AVE,THROOP AVE,BROOKLYN,3,07,25,56,36,1958-05-14T00:00:00.000,1978/07/01-ATP 3,,,,,BROOKLYN,0.00894187779433681
2024.0,STUYVESANT GARDENS II,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012210,333,221,755,755,NY005269,FEDERAL,TURNKEY,NEW CONST (ELD),0.0,150,150.0,525.0,3.5,0,140,140.0,110,0.8943,1.0,0.0,1.0,7,"71,067.1",1.63,"70,050",1.61,"16,458","1,044,874",23.49%,86.0,"$9,991,893","$19,032",$453,QUINCY ST,MALCOLM X BLVD,MONROE ST,STUYVESANT AVE,BROOKLYN,3,08,25,56,36,1986-02-28T00:00:00.000,,EXCLUSIVELY,YES,,,,0.0
2024.0,STUYVESANT GARDENS I,Unknown,5.0,17.31,15.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,1/1/2025,NY005012210,221,221,337,337,NY005133,FEDERAL,TURNKEY,NEW CONST,0.0,328,331.0,"1,610.0",4.91,0,721,721.0,103,0.3344,5.0,0.0,25.0,4,"206,356.6",4.74,"202,058",4.64,"92,431","3,341,149",45.74%,152.0,"$10,070,462","$6,212",$718,QUINCY ST,MALCOLM X BLVD,MONROE ST,LEWIS AVE,BROOKLYN,3,08,25,56,36,1972-08-31T00:00:00.000,,,,,,,0.020804438280166437
2024.0,STRAUS,Unknown,0.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1/1/2025,NY005011530,153,153,263,263,NY005063,FEDERAL,CONVENTIONAL,NEW CONST,0.0,267,267.0,"1,162.5",4.35,0,503,503.0,133,0.5155,2.0,0.0,2.0,19–20,"47,065.9",1.08,"46,018",1.06,"12,476","2,133,126",27.11%,466.0,"$5,442,401","$4,674",$614,THIRD AVE,E 28TH ST,SECOND AVE,E 27TH ST,MANHATTAN,6,12,59,74,02,1965-01-31T00:00:00.000,,,,,,MANHATTAN,0.013916500994035786
2024.0,STERLING PLACE REHABS (STERLING-BUFFALO),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013510,368,351,837,765,NY005305,FEDERAL,TURNKEY,REHAB,,122,125.0,580.0,4.75,0,310,310.0,36,0.003,7.0,0.0,7.0,4,"50,273.2",1.15,"48,928",1.12,"36,119","1,656,285",73.82%,269.0,"$12,235,716","$20,616",$647,SAINT JOHNS PL & PARK PL,STERLING PL,BUFFALO AVE & UTICA AVE,RALPH AVE,BROOKLYN,8,09,20,55,"36, 41",1991-05-11T00:00:00.000,,,YES,,11/28/2023,,0.0
2024.0,STERLING PLACE REHABS (SAINT JOHNS-STERLING),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013510,366,351,801,765,NY005250,FEDERAL,TURNKEY,REHAB,,82,83.0,435.0,5.3,0,247,247.0,15,0.0018,5.0,0.0,5.0,4,"49,671.3",1.14,"49,149",1.13,"28,039","1,312,849",57.05%,217.0,"$9,091,865","$20,640",$669,SAINT JOHNS PL & PARK PL,STERLING PL,BUFFALO AVE & UTICA AVE,RALPH AVE,BROOKLYN,8,09,20,55,"36, 41",1991-05-11T00:00:00.000,,,YES,,11/28/2023,,0.0
2024.0,STEBBINS AVENUE-HEWITT PLACE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013420,353,342,770,753,NY005280,FEDERAL,TURNKEY,NEW CONST,,118,120.0,531.0,4.5,0,247,247.0,40,0.0035,2.0,0.0,14.0,3,"123,822.3",2.84,"123,156",2.83,"42,267","1,098,942",34.32%,87.0,"$8,851,338","$16,391",$585,HEWITT PL,WESTCHESTER AVE,REV JAMES A POLITE AVE,DAWSON ST,BRONX,2,14,32,85,17,1987-04-17T00:00:00.000,,,YES,,09/28/2023,,0.0
2024.0,STAPLETON,Unknown,0.0,16.7,74.0,8.0,0.0,0.0,0.0,0.0,0.0,74.0,1/1/2025,NY005021140,114,114,436,436,NY005383,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,133.0,693,693.0,"3,358.5",4.85,268,"1,561",1829.0,207,0.3344,6.0,1.0,12.0,1—8,"610,197.6",14.01,"611,147",14.03,"76,976","6,441,281",10.47%,131.0,"$12,271,000","$3,654",$631,BROAD & HILL STS,TOMPKINS AVE,WARREN ST,GORDON ST,STATEN ISLAND,1,11,23,61,49,1962-05-31T00:00:00.000,,,,,,STATEN ISLAND,0.04045926735921269
2024.0,STANTON STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013590,559,359,841,840,NY005326,FEDERAL,TURNKEY,NEW CONST,0.0,13,13.0,66.5,5.12,0,34,34.0,3,0.2308,1.0,0.0,1.0,6,"5,438.8",0.12,"5,000",0.11,"3,600",,72.00%,272.0,"$4,561,538","$68,595",$735,ATTORNEY ST,STANTON ST,RIDGE ST,,MANHATTAN,3,10,27,65,01,2003-12-01T00:00:00.000,,,YES,YES,,MANHATTAN,0.0
2024.0,SOUTH JAMAICA II,Unknown,6.0,29.33,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1/1/2025,NY005010080,066,008,220,206,NY005018,FEDERAL,CONVENTIONAL,NEW CONST,0.0,595,600.0,"2,797.5",4.7,0,"1,295",1295.0,210,0.3717,16.0,0.0,27.0,3–7,"589,701.8",13.54,"579,217",13.3,"116,506","5,268,542",20.11%,96.0,"$8,541,145","$3,030",$676,SOUTH RD,160TH ST,BRINKERHOFF AVE,158TH ST,QUEENS,12,05,14,32,28,1954-10-25T00:00:00.000,,,,,,QUEENS,0.008494208494208495
2024.0,SOUTH JAMAICA I,Unknown,5.0,16.85,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1/1/2025,NY005010080,008,008,206,206,NY005004,FEDERAL,CONVENTIONAL,NEW CONST,0.0,448,448.0,"1,797.0",4.01,0,798,798.0,144,0.3564,11.0,1.0,33.0,3–4,"397,830.6",9.13,"392,989",9.02,"82,310","2,940,659",20.94%,87.0,"$2,117,392","$1,182",$609,158TH ST,SOUTH RD,160TH ST,109TH AVE,QUEENS,12,05,"14, 15","24, 32",28,1940-08-01T00:00:00.000,,,,,,QUEENS,0.015037593984962405
2024.0,SOUTH BRONX AREA (SITE 402),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013420,305,342,550,753,NY005224,FEDERAL,TURNKEY,NEW CONST,,111,114.0,586.5,5.28,0,357,357.0,20,0.0018,4.0,0.0,19.0,3,"150,897.6",3.46,"149,500",3.43,"41,764","1,301,202",27.94%,103.0,"$8,902,455","$14,764",$688,E 158TH ST,E 161ST ST,CAULDWELL AVE,EAGLE AVE,BRONX,1,15,32,79,17,1988-05-01T00:00:00.000,,,YES,,09/28/2023,,0.0
2024.0,SOUTH BEACH,Unknown,0.0,17.11,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1/1/2025,NY005010350,035,035,315,315,NY005114C,FEDERAL,CONVENTIONAL,NEW CONST,0.0,421,422.0,"1,938.5",4.6,0,755,755.0,154,0.4118,8.0,0.0,15.0,6,"639,135.3",14.67,"638,737",14.66,"68,084","3,921,651",9.61%,51.0,"$5,377,000","$2,795",$635,KRAMER ST,LAMPORT BLVD,REID AVE,PARKINSON AVE,STATEN ISLAND,2,11,23,64,50,1950-03-20T00:00:00.000,1968/08/29-FED TRAN,,,,,STATEN ISLAND,0.031788079470198675
2024.0,SOUNDVIEW,Unknown,6.0,33.58,18.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,1/1/2025,NY005000710,071,071,537,537,NY005220H,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,254",1259.0,"5,847.0",4.66,0,"2,642",2642.0,526,0.4304,13.0,2.0,26.0,7,"972,689.5",22.33,"1,076,761",24.72,"164,048","10,481,330",14.32%,118.0,"$13,445,000","$2,308",$559,ROSEDALE AVE,LACOMBE AVE,BRONX RIVER AVE,SOUNDVIEW PK,BRONX,9,14,"29, 34",85,18,1954-10-29T00:00:00.000,1978/07/01-ATP 3,,,,,BRONX,0.006813020439061317
2024.0,SOTOMAYOR HOUSES,Unknown,0.0,0.0,38.0,9.0,0.0,0.0,0.0,0.0,0.0,38.0,1/1/2025,NY005010670,067,067,222,222,NY005022,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,492",1497.0,"6,951.0",4.66,0,"2,913",2913.0,610,0.4342,28.0,3.0,28.0,7,"1,339,503.7",30.75,"1,340,519",30.77,"190,435","12,238,008",14.21%,95.0,"$17,963,549","$2,564",$601,WATSON AVE,BRUCKNER BLVD,SOUNDVIEW AVE,LELAND AVE,BRONX,9,14,34,85,18,1955-02-28T00:00:00.000,,,,,,BRONX,0.013044970820460007
2024.0,SMITH,Unknown,15.0,38.13,52.0,6.0,0.0,0.0,0.0,11.0,0.0,52.0,1/1/2025,NY005000270,027,027,531,531,NY005220B,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,930",1935.0,"8,970.0",4.65,0,"3,708",3708.0,"1,018",0.5533,12.0,0.0,12.0,17,"804,198.1",18.46,"806,175",18.51,"126,462","15,937,490",13.35%,201.0,"$29,083,000","$3,270",$631,MADISON ST,CATHERINE ST,SOUTH ST,SAINT JAMES PL,MANHATTAN,3,10,27,65,01,1953-04-27T00:00:00.000,1978/07/01-ATP 3,,,,,MANHATTAN,0.014023732470334413
2024.0,SHELTON HOUSE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010910,279,091,505,240,NY005203,FEDERAL,CONVENTIONAL,REHAB (ELD),0.0,152,155.0,472.0,3.11,0,156,156.0,133,0.9433,1.0,0.0,1.0,12,"22,357.3",0.51,"21,844",0.5,"14,991","1,287,831",68.63%,304.0,"$3,615,000","$7,061",$374,162ND ST,89TH AVE,163RD ST,JAMAICA AVE,QUEENS,12,05,14,32,27,1978-10-31T00:00:00.000,,EXCLUSIVELY,YES,,,QUEENS,0.0
2024.0,SHEEPSHEAD BAY,Unknown,0.0,24.05,23.0,7.0,0.0,0.0,0.0,0.0,0.0,23.0,1/1/2025,NY005010360,036,036,314,314,NY005114B,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,052",1056.0,"4,903.0",4.66,0,"2,083",2083.0,424,0.4287,18.0,0.0,36.0,6,"1,091,713.4",25.06,"953,637",21.89,"159,727","10,080,777",15.41%,83.0,"$12,596,000","$2,573",$653,AVENUE X,BATCHELDER ST,AVENUE V,NOSTRAND AVE,BROOKLYN,15,08,23,41,46,1950-08-08T00:00:00.000,1968/08/29-FED TRAN,,,,,BROOKLYN,0.011041766682669226
2024.0,SEWARD PARK EXTENSION,Unknown,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1/1/2025,NY005011000,192,100,312,312,NY005100,FEDERAL,CONVENTIONAL,NEW CONST,0.0,360,360.0,"1,591.0",4.42,0,686,686.0,178,0.5235,2.0,2.0,2.0,23,"96,046.4",2.2,"90,637",2.08,"23,922","3,370,430",26.39%,311.0,"$11,871,465","$7,394",$645,BROOME ST,NORFOLK ST,GRAND ST,ESSEX ST,MANHATTAN,3,10,27,65,01,1973-10-31T00:00:00.000,,,,,,MANHATTAN,0.01020408163265306
2024.0,SEDGWICK,Unknown,0.0,17.11,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1/1/2025,NY005010450,045,045,368,368,NY005183B,FEDERAL,CONVENTIONAL,NEW CONST,0.0,783,786.0,"3,316.5",4.24,0,"1,445",1445.0,355,0.461,7.0,0.0,7.0,14–15,"316,648.1",7.27,"319,008",7.32,"59,598","6,642,484",18.68%,199.0,"$8,397,841","$2,529",$585,UNDERCLIFF AVE,W 174TH ST,UNIVERSITY AVE,,BRONX,5,15,31,77,14,1951-03-23T00:00:00.000,1972/06/29-FED TRAN,,,,,BRONX,0.004844290657439446
2024.0,SARATOGA VILLAGE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005011620,158,162,274,269,NY005067,FEDERAL,CONVENTIONAL,NEW CONST,0.0,125,125.0,562.5,4.5,0,240,240.0,43,0.3772,1.0,0.0,1.0,16,"57,070.0",1.31,"54,935",1.26,"6,911","1,037,975",12.58%,183.0,"$2,334,676","$4,147",$753,SARATOGA AVE,HANCOCK ST,HALSEY ST,,BROOKLYN,16,08,25,55,41,1966-12-31T00:00:00.000,,,,,,,0.0
2024.0,SAMUEL (MHOP) III,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013170,399,359,483,483,NY005359,MHOP,CONVENTIONAL,REHAB,,2,10.0,9.0,4.5,0,3,3.0,0,0.0,1.0,0.0,1.0,5,"5,437.2",0.12,"5,396",0.12,"1,599","114,675",29.63%,24.0,"$887,005","$20,159",$823,AC POWELL BLVD,W 142ND ST,LENOX AVE,,MANHATTAN,10,13,30,71,09,1995-06-30T00:00:00.000,,,YES,YES,11/30/2020,,0.0
2024.0,SAMUEL (MHOP) II,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013170,398,359,871,871,NY005345,MHOP,CONVENTIONAL,REHAB,,4,10.0,20.0,5.0,0,12,12.0,1,0.0025,1.0,0.0,1.0,5,"3,188.6",0.07,"3,098",0.07,"2,326","114,675",75.08%,164.0,"$967,700","$20,160","$1,061",AC POWELL BLVD,W 139TH ST,LENOX AVE,,MANHATTAN,10,13,30,70,09,1993-07-31T00:00:00.000,,,YES,YES,11/30/2020,,0.0
2024.0,SAMUEL (MHOP) I,Unknown,0.0,17.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013170,389,359,847,847,NY005335,MHOP,CONVENTIONAL,REHAB,,31,53.0,138.5,4.47,0,49,49.0,10,0.0036,5.0,0.0,5.0,5,"14,126.6",0.32,"13,819",0.32,"11,274","607,774",81.58%,151.0,"$4,630,200","$19,661",$795,W 139TH ST,AC POWELL BLVD,W 141ST ST,LENOX AVE,MANHATTAN,10,13,30,70,09,1994-01-31T00:00:00.000,,,YES,YES,11/30/2020,,0.0
2024.0,SAMUEL (CITY),Unknown,0.0,41.85,21.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,1/1/2025,NY005023770,377,377,650,650,NY005375,MIXED FINANCE/LLC1,CONVENTIONAL,REHAB,105.0,598,664.0,"2,552.0",4.27,190,"1,044",1234.0,194,0.3255,40.0,2.0,40.0,5–6–7,"210,386.9",4.83,"201,872",4.63,"116,528","7,142,241",57.72%,255.0,$0,,$743,LENOX AVE,W 139TH ST,W 147TH ST,AC POWELL BLVD,MANHATTAN,10,13,30,"70, 71",09,1994-08-31T00:00:00.000,,,YES,,09/26/2024,,0.017017828200972446
2024.0,SAINT NICHOLAS,Unknown,13.0,18.02,32.0,16.0,5.0,0.0,0.0,17.0,0.0,32.0,1/1/2025,NY005000380,038,038,211,211,NY005010,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,524",1526.0,"7,106.0",4.66,0,"2,965",2965.0,617,0.4395,13.0,0.0,14.0,14,"629,649.6",14.45,"625,559",14.36,"105,458","13,112,212",15.49%,205.0,"$20,560,063","$2,891",$645,W 127TH ST,DOUGLASS BLVD,POWELL BLVD,W 131ST ST,MANHATTAN,10,13,30,70,09,1954-09-30T00:00:00.000,,,,,,MANHATTAN,0.010792580101180439
